"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","labelDescription이 없으면 렌더링하지 않는다","FormFileInput","2026-08-07","passed","2026-08-07","","","",""
"","128","mode가 'view'이면 형식 오류 안내 문구를 표시하지 않는다","BusinessRegistrationSection","2026-08-07","passed","2026-08-07","","","",""
"","5","스크립트 로드에 실패하면 reject한다","loadDaumPostcodeScript","2026-08-07","passed","2026-08-07","","","",""
"","10","disabled가 true이면 파일이 있어도 삭제 버튼이 렌더링되지 않는다","FormFileInput","2026-08-07","passed","2026-08-07","","","",""
"","41","첫째 칸을 다 채우면 둘째 칸으로 자동 포커스 이동한다","BusinessNumberInput","2026-08-07","passed","2026-08-07","","","",""
"","62","로그인 상태가 아니면 Login 링크를 보여준다","Header","2026-08-07","passed","2026-08-07","","","",""
"","7","labelDescription이 있으면 라벨 우측에 표시된다","FormFileInput","2026-08-07","passed","2026-08-07","","","",""
"","398","제목과 플레이스홀더 컬럼이 렌더링되고, 데이터가 없으면 안내 문구가 표시된다","ItemPhotoPendingPage","2026-08-07","passed","2026-08-07","","","",""
"","1","UTC 23:00 → KST 다음날 08:00","formatDateTime","2026-08-07","passed","2026-08-07","","","",""
"","0","앞뒤 공백은 제거한 뒤 검사한다","validationRules","2026-08-07","passed","2026-08-07","","isValidRepresentativeName","",""
"","1","UTC 15:00 → KST 다음날로 변환된다 (경계값)","formatDate","2026-08-07","passed","2026-08-07","","","",""
"","1801","모든 값을 올바르게 입력하면 회원가입에 성공하여 /login으로 이동한다","RegisterPage","2026-08-07","passed","2026-08-07","","","",""
"","0","setLoggedIn(false)는 isLoggedIn을 false로 만든다","authStore","2026-08-07","passed","2026-08-07","","","",""
"","2","스크립트 로드에 실패하면 에러 상태와 메시지를 노출한다","useAddressSearch","2026-08-07","passed","2026-08-07","","","",""
"","221","여러 대메뉴를 동시에 펼칠 수 있다","Sidebar","2026-08-07","passed","2026-08-07","","","",""
"","21","disabled prop이 true여도 mode가 'create'이면 필수 안내 문구는 그대로 표시된다","BusinessRegistrationSection","2026-08-07","passed","2026-08-07","","","",""
"","0","하이픈 없는 10자리 숫자도 통과한다","validationRules","2026-08-07","passed","2026-08-07","","isValidBusinessNumber","",""
"","0","sortBy/sortOrder로 내림차순 정렬된 결과를 반환한다","item API","2026-08-07","passed","2026-08-07","","","",""
"","0","빈 파일(용량 0바이트)은 실패한다","validationRules","2026-08-07","passed","2026-08-07","","isValidBusinessRegistrationFile","",""
"","3","KPMFP 헤더가 요청에 포함될 수 있다","otpLogin API","2026-08-07","passed","2026-08-07","","","",""
"","3","POST 요청 시 본문을 JSON으로 전송한다","api client","2026-08-07","passed","2026-08-07","","","",""
"","0","sortBy/sortOrder로 내림차순 정렬된 결과를 반환한다","itemIncoming API","2026-08-07","passed","2026-08-07","","","",""
"","37","허용되지 않는 형식의 파일을 첨부하면 오류 문구를 표시하고 파일을 저장하지 않는다","BusinessRegistrationSection","2026-08-07","passed","2026-08-07","","","",""
"","0","공백이 포함되면 실패한다","validationRules","2026-08-07","passed","2026-08-07","","isValidEmail","",""
"","0","sortBy/sortOrder로 오름차순 정렬된 결과를 반환한다","itemIncoming API","2026-08-07","passed","2026-08-07","","","",""
"","111","대표자명에 허용되지 않는 특수문자가 포함되면 형식 오류 안내 문구를 표시한다","BusinessRegistrationSection","2026-08-07","passed","2026-08-07","","","",""
"","0","경계값 64자는 통과한다","validationRules","2026-08-07","passed","2026-08-07","","isValidPassword","",""
"","422","사업자등록번호를 일부만 입력하면 형식 오류 안내 문구를 표시한다","BusinessRegistrationSection","2026-08-07","passed","2026-08-07","","","",""
"","197","대메뉴 버튼 클릭 시 소메뉴가 토글된다","Sidebar","2026-08-07","passed","2026-08-07","","","",""
"","0","PASSWORD_RULE_MESSAGE는 규칙 안내 문구를 담고 있다","validationRules","2026-08-07","passed","2026-08-07","","","",""
"","349","제목과 입고등록대기 목록이 렌더링된다","ItemIncomingPendingPage","2026-08-07","passed","2026-08-07","","","",""
"","0","자릿수가 부족하면 실패한다","validationRules","2026-08-07","passed","2026-08-07","","isValidBusinessNumber","",""
"","0","최상위 도메인이 없으면 실패한다","validationRules","2026-08-07","passed","2026-08-07","","isValidEmail","",""
"","185","검색어를 입력만 하고 검색 버튼을 누르지 않으면 getIncomingItems가 재호출되지 않는다","ItemIncomingPendingPage","2026-08-07","passed","2026-08-07","","","",""
"","0","숫자 이외의 문자가 포함되면 실패한다","validationRules","2026-08-07","passed","2026-08-07","","isValidBusinessNumber","",""
"","58","로딩 중에는 안내 문구가 표시된다","ItemIncomingPendingPage","2026-08-07","passed","2026-08-07","","","",""
"","66","용량이 상한을 초과한 파일을 첨부하면 오류 문구를 표시한다","BusinessRegistrationSection","2026-08-07","passed","2026-08-07","","","",""
"","3","용량이 상한을 초과하면 실패한다","validationRules","2026-08-07","passed","2026-08-07","","isValidBusinessRegistrationFile","",""
"","126","대표자명에 숫자가 포함되어도 통과한다 (공동대표 번호 표기 대응)","BusinessRegistrationSection","2026-08-07","passed","2026-08-07","","","",""
"","6","서버 오류 시 에러를 던진다","withdraw API","2026-08-07","passed","2026-08-07","","","",""
"","41","addon이 주어지면 input과 함께 렌더링된다 (예: 사업장 소재지의 주소검색 버튼)","FormInput","2026-08-07","passed","2026-08-07","","","",""
"","4","소메뉴가 없는 경로는 빈 Set을 반환한다","getInitiallyExpandedKeys","2026-08-07","passed","2026-08-07","","","",""
"","3","setLoggedIn(true)는 isLoggedIn을 true로 만든다","authStore","2026-08-07","passed","2026-08-07","","","",""
"","4","성공 시 token을 포함한 응답을 반환한다","otpLogin API","2026-08-07","passed","2026-08-07","","","",""
"","3","required가 없으면 필수 표시가 렌더링되지 않는다","FormInput","2026-08-07","passed","2026-08-07","","","",""
"","8","회원가입 요청에 Authorization 헤더가 포함되지 않는다","signup API","2026-08-07","passed","2026-08-07","","","",""
"","3","유효하지 않은 입력으로 가입하면 에러를 던진다","signup API","2026-08-07","passed","2026-08-07","","","",""
"","16","mode가 'view'이면 사업자등록증 라벨 옆 필수 안내 문구가 표시되지 않는다","BusinessRegistrationSection","2026-08-07","passed","2026-08-07","","","",""
"","60","Logout 버튼 클릭 시 로그아웃 처리 및 페이지 이동이 완료된다","Header","2026-08-07","passed","2026-08-07","","","",""
"","222","검색어를 입력만 하고 검색 버튼을 누르지 않으면 getItems가 재호출되지 않는다","ItemRegisterPage","2026-08-07","passed","2026-08-07","","","",""
"","330","검색어를 입력하고 검색 버튼을 누르면 getItems가 새 keyword로 재호출된다","ItemRegisterPage","2026-08-07","passed","2026-08-07","","","",""
"","386","TEMP: 이메일과 비밀번호를 입력하고 제출하면 항상 로그인에 성공하여 /main으로 이동한다","LoginPage","2026-08-07","passed","2026-08-07","","로그인 폼 (UI 및 입력)","",""
"","0","하이픈을 포함한 10자리 숫자는 통과한다","validationRules","2026-08-07","passed","2026-08-07","","isValidBusinessNumber","",""
"","100","사업자등록증 파일명은 첨부 후 비활성화된 입력창에 표시된다","BusinessRegistrationSection","2026-08-07","passed","2026-08-07","","","",""
"","33","disabled prop이 true이면 mode가 'create'여도 모든 필드가 비활성화된다 (예: 제출 처리 중)","BusinessRegistrationSection","2026-08-07","passed","2026-08-07","","","",""
"","186","비밀번호 규칙을 충족하지 못하면 안내 문구를 표시한다","RegisterPage","2026-08-07","passed","2026-08-07","","","",""
"","156","현재 경로에 해당하는 대메뉴는 초기에 펼쳐진다","Sidebar","2026-08-07","passed","2026-08-07","","","",""
"","3","성공 시 statusCode 200을 반환한다","changePassword API","2026-08-07","passed","2026-08-07","","","",""
"","62","인증에 실패한 뒤 다시 시도할 수 있다","IdentityVerificationButton","2026-08-07","passed","2026-08-07","","","",""
"","5","message가 있으면 기본 색상(red)으로 렌더링된다","FormInput","2026-08-07","passed","2026-08-07","","","",""
"","0","허용되지 않는 특수문자가 포함되면 실패한다","validationRules","2026-08-07","passed","2026-08-07","","isValidRepresentativeName","",""
"","3","잘못된 OTP 코드 시 에러를 던진다","otpLogin API","2026-08-07","passed","2026-08-07","","","",""
"","0","REPRESENTATIVE_NAME_RULE_MESSAGE는 규칙 안내 문구를 담고 있다","validationRules","2026-08-07","passed","2026-08-07","","","",""
"","5","messageColor를 지정하면 해당 색상 클래스가 적용된다","FormFileInput","2026-08-07","passed","2026-08-07","","","",""
